"Site","Transect","Quadrat","Species","Count","N_Squares"
"M",11,3,"Chaetopsis sp.",2,2
"M",11,3,"Chloropidae",3,1
"M",11,3,"Cicadellidae",1,1
"M",11,3,"Clubonia sp",4,3
"M",11,3,"Delphacodes",92,19
"M",11,3,"Grammonota trivitatta",4,2
"M",11,3,"Hebridae",1,1
"M",11,3,"Linyphidae",5,4
"M",11,3,"Megamealus sp.",18,7
"M",11,3,"Melampus bidentata",10,7
"M",11,3,"Ochlerotatus sollicitans",1,1
"M",11,3,"Orobatid mite",11,4
"M",11,3,"Paraclius sp.",4,4
"M",11,3,"Pardosa sp.",23,14
"M",11,3,"Prokelisia sp",18,5
"M",11,3,"Red ant",1,1
"M",11,3,"Salticidae",2,2
"M",11,3,"Spotted spider",1,1
"M",11,3,"Venzilla parvus",7,6
"M",11,5,"black ant (Formicidae)",1,1
"M",11,5,"Black ant (Formicidae)",19,9
"M",11,5,"callitula sp",1,1
"M",11,5,"Cecidomyidae",3,2
"M",11,5,"Chloropidae",2,2
"M",11,5,"Clubonia sp",9,9
"M",11,5,"Cyphon sp.",2,2
"M",11,5,"Delphacodes",1,1
"M",11,5,"Erythrid mite",3,3
"M",11,5,"Hogna sp",2,2
"M",11,5,"Hyposinga variabilis",1,1
"M",11,5,"Linyphidae",5,5
"M",11,5,"Lygaeidae",1,1
"M",11,5,"Orobatid mite",5,4
"M",11,5,"Pardosa sp.",2,2
"M",11,5,"Prokelisia sp",1,1
"M",11,5,"Salticidae",1,1
"M",11,5,"Tytthus sp.",10,8
"M",11,5,"Venzilla parvus",1,1
"M",12,1,"callitula sp",1,1
"M",12,1,"Cecidomyidae",1,1
"M",12,1,"Chaetopsis sp.",4,4
"M",12,1,"Chloropidae",1,1
"M",12,1,"Delphacodes",3,2
"M",12,1,"Littorina littorea",21,1
"M",12,1,"Mycetophilidae ",1,1
"M",12,1,"Pentatomidae",1,1
"M",12,1,"Tipula sp.",1,1
"M",12,5,"Amphipoda",2,2
"M",12,5,"Anurida maritima",39,14
"M",12,5,"Black ant (Formicidae)",1,1
"M",12,5,"callitula sp",17,11
"M",12,5,"Cecidomyidae",2,2
"M",12,5,"Chloropidae",10,7
"M",12,5,"Clubonia sp",15,6
"M",12,5,"Cyphon sp.",2,2
"M",12,5,"Delphacodes",44,16
"M",12,5,"Grammonota trivitatta",11,5
"M",12,5,"Hogna sp",1,1
"M",12,5,"Hyposinga variabilis",1,1
"M",12,5,"Lasius",2,2
"M",12,5,"Linyphidae",4,4
"M",12,5,"Mantis religiosa",1,1
"M",12,5,"Megamealus sp.",1,1
"M",12,5,"Mycetophilidae ",4,3
"M",12,5,"Ochlerotatus sollicitans",1,1
"M",12,5,"Orobatid mite",23,8
"M",12,5,"other hyposinga",2,1
"M",12,5,"Other hyposinga",7,4
"M",12,5,"Paraclius sp.",1,1
"M",12,5,"Pardosa sp",7,5
"M",12,5,"Pardosa sp.",4,1
"M",12,5,"Prokelisia sp",28,10
"M",12,5,"Red spot spider",1,1
"M",12,5,"Reduviidae",2,2
"M",12,5,"Salticidae",1,1
"M",12,5,"Tetragnatha sp",1,1
"M",12,5,"Trombid mite",3,2
"M",12,5,"Tytthus sp.",5,5
"M",12,5,"Venzilla parvus",11,7
"N",1,1,"Acrodactyla sp",2,2
"N",1,1,"Amphipoda",7,7
"N",1,1,"Anurida maritima",3,3
"N",1,1,"Blue Larva?",4,1
"N",1,1,"callitula sp",5,4
"N",1,1,"Cecidomyidae",12,6
"N",1,1,"Chaetopsis sp.",2,2
"N",1,1,"Chloropidae",11,9
"N",1,1,"Clubonia sp",19,11
"N",1,1,"Delphacodes",10,6
"N",1,1,"Dohrniphora sp",22,11
"N",1,1,"Erythrid mite",1,1
"N",1,1,"Grammonota trivitatta",9,7
"N",1,1,"Hydrophilidae larvae",3,3
"N",1,1,"Hyposinga variabilis",10,5
"N",1,1,"Intercella sp.",3,1
"N",1,1,"juvenile spider",1,1
"N",1,1,"Littorina littorea",2,2
"N",1,1,"Marpissa sp",1,1
"N",1,1,"Megamealus sp.",1,1
"N",1,1,"Orobatid mite",9,3
"N",1,1,"Paraclius sp.",4,3
"N",1,1,"Pardosa sp.",9,6
"N",1,1,"Prokelisia sp",2,2
"N",1,1,"Pseudoscorpiones",1,1
"N",1,1,"Reduviidae",4,4
"N",1,1,"Sesarma reticulatum",4,3
"N",1,1,"Thripidae sp.",1,1
"N",1,1,"Trigonotylus sp",1,1
"N",1,1,"Trombid mite",1,1
"N",1,1,"Tytthus sp.",1,1
"N",1,1,"Unknown larva",1,1
"N",1,1,NA,0,1
"N",1,3,"Amphipoda",30,8
"N",1,3,"Black ant (Formicidae)",1,1
"N",1,3,"callitula sp",3,2
"N",1,3,"Chaetopsis sp.",3,2
"N",1,3,"Chloropidae",10,5
"N",1,3,"Cicadellidae",4,3
"N",1,3,"Clubonia sp",14,7
"N",1,3,"Delphacodes",32,10
"N",1,3,"Dohrniphora sp",5,4
"N",1,3,"Grammonota trivitatta",3,2
"N",1,3,"Haplogonatopus",1,1
"N",1,3,"Hidrophilidae larva",1,1
"N",1,3,"Hyposinga variabilis",2,2
"N",1,3,"Ischnodemus badius",2,2
"N",1,3,"Linyphidae",10,5
"N",1,3,"Littorina littorea",1,1
"N",1,3,"Orobatid mite",10,5
"N",1,3,"Paraclius sp",3,2
"N",1,3,"Paraclius sp.",4,3
"N",1,3,"Pardosa sp",5,3
"N",1,3,"Pardosa sp.",19,6
"N",1,3,"Prokelisia sp",10,5
"N",1,3,"Red spot spider",1,1
"N",1,3,"Reduviidae",4,4
"N",1,3,"Trombid mite",2,2
"N",1,3,"Venzilla parvus",4,2
"N",1,5,"Anurida maritima",5,3
"N",1,5,"callitula sp",16,9
"N",1,5,"Cecidomyidae",2,2
"N",1,5,"Chloropidae",26,11
"N",1,5,"Cicadellidae",3,3
"N",1,5,"Clubonia sp",41,11
"N",1,5,"Conocephalus spartinae",1,1
"N",1,5,"Delphacodes",50,11
"N",1,5,"Haplogonatopus",2,2
"N",1,5,"Hidrophilidae larva",3,3
"N",1,5,"Hogna sp",1,1
"N",1,5,"Hyposinga variabilis",4,3
"N",1,5,"Linyphidae",8,6
"N",1,5,"Megamealus sp.",1,1
"N",1,5,"Naemia sp.",5,2
"N",1,5,"Oniscidea Venzillus parvus",1,1
"N",1,5,"Orobatid mite",84,10
"N",1,5,"Pardosa sp",9,7
"N",1,5,"Pentatomidae",74,10
"N",1,5,"Prokelisia sp",37,10
"N",1,5,"pyrrhocoridae sp",2,2
"N",1,5,"Salticidae",1,1
"N",1,5,"Strepsiptera (Elenchus)",3,2
"N",1,5,"Thripidae sp.",7,3
"N",1,5,"Trigonotylus sp",1,1
"N",1,5,"Tytthus sp.",3,3
"N",1,5,"Venzilla parvus",9,6
"N",2,1,"Amphipoda",95,27
"N",2,1,"callitula sp",3,3
"N",2,1,"Cecidomyidae",80,29
"N",2,1,"Chloropidae",4,2
"N",2,1,"Cicadellidae",1,1
"N",2,1,"Clubonia sp",57,26
"N",2,1,"Dohrniphora sp",123,31
"N",2,1,"Haplogonatopus",1,1
"N",2,1,"Hyposinga variabilis",8,5
"N",2,1,"Linyphidae",12,8
"N",2,1,"Littorina littorea",1,1
"N",2,1,"Paraclius sp.",7,6
"N",2,1,"Prokelisia sp",177,33
"N",2,1,"Sesarma reticulatum",1,1
"N",2,1,"Trigonotylus sp",6,6
"N",2,5,"Acrodactyla sp",1,1
"N",2,5,"Amphipoda",1,1
"N",2,5,"Anurida maritima",54,13
"N",2,5,"Black ant (Formicidae)",1,1
"N",2,5,"callitula sp",14,7
"N",2,5,"Cecidomyidae",17,11
"N",2,5,"Chaetopsis sp.",6,4
"N",2,5,"Chloropidae",17,10
"N",2,5,"Cicadellidae",5,4
"N",2,5,"Clubonia sp",15,7
"N",2,5,"Conocephalus spartinae",1,1
"N",2,5,"Delphacodes",49,12
"N",2,5,"Dohrniphora sp",21,11
"N",2,5,"ephemeroptera???",1,1
"N",2,5,"Erythrid mite",4,2
"N",2,5,"Grammonota trivitatta",12,5
"N",2,5,"Hyposinga variabilis",1,1
"N",2,5,"Intercella sp.",1,1
"N",2,5,"Lasius",2,2
"N",2,5,"Lenaphid spider",2,2
"N",2,5,"Megamealus sp.",13,9
"N",2,5,"Orobatid mite",313,19
"N",2,5,"Paraclius sp",3,3
"N",2,5,"Paraclius sp.",7,6
"N",2,5,"Pardosa sp",15,4
"N",2,5,"Pardosa sp.",35,9
"N",2,5,"Prokelisia sp",30,9
"N",2,5,"pyrrhocoridae sp",1,1
"N",2,5,"Reduviidae",2,2
"N",2,5,"Trombid mite",3,2
"N",2,5,"unknown leaf hopper",1,1
"N",2,5,"Venzilla parvus",2,2
"N",3,1,"Amphipoda",17,11
"N",3,1,"Anurida maritima",50,16
"N",3,1,"callitula sp",1,1
"N",3,1,"Cecidomyidae",7,6
"N",3,1,"Chloropidae",46,14
"N",3,1,"Clubonia sp",4,3
"N",3,1,"Cyphon sp.",1,1
"N",3,1,"Delphacodes",5,3
"N",3,1,"Dohrniphora sp",32,12
"N",3,1,"hemiptera nymph",24,14
"N",3,1,"Megamealus sp.",6,5
"N",3,1,"Mycetophilidae ",1,1
"N",3,1,"Orobatid mite",4,2
"N",3,1,"Paraclius sp.",7,5
"N",3,1,"Prokelisia sp",2,1
"N",3,1,"Sesarma reticulatum",1,1
"N",3,1,"Tipula sp.",1,1
"N",3,1,"Unknown crab",10,6
"N",3,3,"Amphipoda",9,5
"N",3,3,"Clubonia ",1,1
"N",3,3,"Clubonia sp",15,11
"N",3,3,"Delphacodes",8,6
"N",3,3,"Dohrniphora sp",9,8
"N",3,3,"Grammonota trivitatta",36,15
"N",3,3,"Hyposinga variabilis",89,24
"N",3,3,"larvae diatizid",2,2
"N",3,3,"Lenaphid spider",3,1
"N",3,3,"Orobatid mite",3,3
"N",3,3,"Paraclius sp",19,14
"N",3,3,"Prokelisia sp",37,20
"N",3,3,"tipula fuliginosa",5,5
"N",3,5,"Cecidomyidae",1,1
"N",3,5,"Chloropidae",25,15
"N",3,5,"Cicadellidae",46,23
"N",3,5,"Clubonia sp",44,22
"N",3,5,"Delphacodes",31,17
"N",3,5,"Dohrniphora sp",4,3
"N",3,5,"Erythrid mite",1,1
"N",3,5,"Haplogonatopus",9,6
"N",3,5,"Hebridae",5,5
"N",3,5,"Hogna sp",32,16
"N",3,5,"Hyposinga variabilis",3,2
"N",3,5,"Linyphidae",14,13
"N",3,5,"Littorina littorea",2,2
"N",3,5,"Megamealus sp.",25,20
"N",3,5,"Naemia sp.",7,5
"N",3,5,"Orobatid mite",19,15
"N",3,5,"Pardosa sp",72,21
"N",3,5,"Pentatomidae",26,17
"N",3,5,"Prokelisia sp",64,29
"N",3,5,"Reduviidae",1,1
"N",3,5,"Salticidae",1,1
"N",3,5,"Strepsiptera (Elenchus)",6,2
"N",3,5,"UKN mosquito ",1,1
"N",3,5,"Unknown fly",2,2
"N",3,5,"unknown ladybug",2,1
"N",3,5,"Unknown ladybug",4,3
"N",3,5,"Unknown ladybug ",2,1
"N",3,5,"Unknown mosquito",1,1
"N",3,5,"Venzilla parvus",3,3
"N",4,1,"Amphipoda",26,18
"N",4,1,"Chloropidae",7,7
"N",4,1,"Cicadellidae",3,3
"N",4,1,"Clubonia sp",7,7
"N",4,1,"Curculionidae",4,4
"N",4,1,"Delphacodes",1,1
"N",4,1,"Dohrniphora sp",11,10
"N",4,1,"Haplogonatopus",2,2
"N",4,1,"Hydrophilidae larvae",1,1
"N",4,1,"Littorina littorea",8,7
"N",4,1,"Paraclius sp",4,2
"N",4,1,"Paraclius sp.",24,13
"N",4,1,"Prokelisia sp",64,27
"N",4,1,"Thripidae sp.",1,1
"N",4,1,"Tytthus sp.",13,10
"N",4,1,"Unknown crab",76,30
"N",4,3,"Amphipoda",3,3
"N",4,3,"Anurida maritima",1,1
"N",4,3,"Chaetopsis sp.",9,8
"N",4,3,"Chloropidae",24,13
"N",4,3,"Clubonia sp",42,24
"N",4,3,"Delphacodes",1,1
"N",4,3,"Grammonota trivitatta",7,6
"N",4,3,"Hidrophilidae larva",2,2
"N",4,3,"Ischnodemus badius",7,6
"N",4,3,"Linyphidae",25,15
"N",4,3,"Littorina littorea",2,2
"N",4,3,"Mycetophilidae ",1,1
"N",4,3,"Paraclius sp",19,15
"N",4,3,"Prokelisia sp",45,19
"N",4,3,"Trigonotylus sp",4,4
"N",4,5,"Black ant (Formicidae)",3,1
"N",4,5,"Cecidomyidae",9,4
"N",4,5,"Chaetopsis sp.",2,2
"N",4,5,"Chloropidae",1,1
"N",4,5,"Clubonia sp",11,6
"N",4,5,"Curculionidae",1,1
"N",4,5,"Delphacodes",32,12
"N",4,5,"Dohrniphora sp",11,4
"N",4,5,"Fly larvae",1,1
"N",4,5,"Hebridae",1,1
"N",4,5,"Intercella sp.",3,2
"N",4,5,"Ischnodemus badius",1,1
"N",4,5,"juv oyster",32,6
"N",4,5,"Juv oyster",13,2
"N",4,5,"Lenaphid spider",1,1
"N",4,5,"Megamealus sp.",14,6
"N",4,5,"Orobatid mite",73,11
"N",4,5,"Paraclius sp.",11,7
"N",4,5,"Pardosa sp",1,1
"N",4,5,"Prokelisia sp",70,16
"N",5,1,"Amphipoda",7,7
"N",5,1,"Anurida maritima",32,18
"N",5,1,"Brown mite",1,1
"N",5,1,"callitula sp",30,15
"N",5,1,"Cecidomyidae",5,4
"N",5,1,"Chaetopsis sp.",4,2
"N",5,1,"Chloropidae",81,25
"N",5,1,"Cicadellidae",4,4
"N",5,1,"Clubonia sp",71,20
"N",5,1,"Delphacodes",97,21
"N",5,1,"Dohrniphora sp",11,7
"N",5,1,"Erythrid mite",1,1
"N",5,1,"Grammonota trivitatta",28,12
"N",5,1,"Haplogonatopus",2,2
"N",5,1,"Hidrophilidae larva",7,4
"N",5,1,"Hogna sp",4,4
"N",5,1,"Hydrophilidae larvae",4,3
"N",5,1,"Lenaphid spider",12,7
"N",5,1,"Linyphidae",15,10
"N",5,1,"Megamealus sp.",20,13
"N",5,1,"Mycetophilidae ",1,1
"N",5,1,"Oniscidea Venzillus parvus",2,1
"N",5,1,"Orobatid mite",152,24
"N",5,1,"Paraclius sp.",10,6
"N",5,1,"Pardosa sp",67,22
"N",5,1,"Pardosa sp.",1,1
"N",5,1,"Pentatomidae",78,17
"N",5,1,"Prokelisia sp",98,19
"N",5,1,"pyrrhocoridae sp",1,1
"N",5,1,"Salticidae",1,1
"N",5,1,"Thripidae sp.",2,2
"N",5,1,"Tipula sp.",1,1
"N",5,1,"Trigonotylus sp",1,1
"N",5,1,"Tytthus sp.",5,4
"N",5,1,"Unknown Long legs short wings",1,1
"N",5,1,"Venzilla parvus",16,12
"N",5,1,"Ymenoptera ichneumonid",2,2
"N",5,3,"Amphipoda",69,18
"N",5,3,"Chloropidae",51,19
"N",5,3,"Cicadellidae",188,26
"N",5,3,"Clubonia sp",14,10
"N",5,3,"Conocephalus spartinae",1,1
"N",5,3,"Delphacodes",1371,33
"N",5,3,"Haplogonatopus",1,1
"N",5,3,"Hydrophilidae larvae",6,5
"N",5,3,"Hyposinga variabilis",73,24
"N",5,3,"Lenaphid spider",47,20
"N",5,3,"Megamealus sp.",82,9
"N",5,3,"Melampus bidentata",4,1
"N",5,3,"Mycetophilidae ",4,4
"N",5,3,"Naemia sp.",1,1
"N",5,3,"NIGHT BUTTERFLY",1,1
"N",5,3,"Pardosa sp",30,10
"N",5,3,"Pentatomidae",8,5
"N",5,3,"Prokelisia sp",891,33
"N",5,3,"Trigonotylus sp",4,4
"N",5,3,"Tytthus sp.",12,11
"N",5,5,"Amphipoda",11,6
"N",5,5,"Anurida maritima",2,1
"N",5,5,"callitula sp",4,2
"N",5,5,"Cecidomyidae",17,4
"N",5,5,"Chloropidae",7,3
"N",5,5,"Cicadellidae",1,1
"N",5,5,"Clubonia sp",17,6
"N",5,5,"Conocephalus spartinae",2,2
"N",5,5,"Curculionidae",1,1
"N",5,5,"Delphacodes",32,6
"N",5,5,"Dohrniphora sp",13,7
"N",5,5,"Erythrid mite",2,2
"N",5,5,"Grammonota trivitatta",8,3
"N",5,5,"Habronattus",1,1
"N",5,5,"hemipterid x",2,1
"N",5,5,"Hogna sp",1,1
"N",5,5,"Hyposinga variabilis",8,3
"N",5,5,"Intercella sp.",4,2
"N",5,5,"Linyphidae",3,2
"N",5,5,"Orobatid mite",42,7
"N",5,5,"Paraclius sp",5,3
"N",5,5,"Pardosa sp",72,5
"N",5,5,"Pentatomidae",2,1
"N",5,5,"Prokelisia sp",19,5
"N",5,5,"Reduviidae",6,3
"N",5,5,"Thripidae sp.",1,1
"N",5,5,"Trombid mite",4,2
"N",5,5,"unknown coleopterid",1,1
"N",5,5,"Unknown crab",8,3
"N",5,5,"Venzilla parvus",9,4
"N",6,1,"Amphipoda",37,24
"N",6,1,"Anurida maritima",41,17
"N",6,1,"callitula sp",1,1
"N",6,1,"Cecidomyidae",4,4
"N",6,1,"Clubonia sp",52,27
"N",6,1,"Dohrniphora sp",10,6
"N",6,1,"Grammonota trivitatta",1,1
"N",6,1,"Hyposinga variabilis",3,3
"N",6,1,"Linyphidae",2,2
"N",6,1,"Littorina littorea",18,13
"N",6,1,"Orobatid mite",4,3
"N",6,1,"Paraclius sp.",1,1
"N",6,1,"Prokelisia sp",44,19
"N",6,1,"Sesarma reticulatum",4,4
"N",6,1,"Trigonotylus sp",1,1
"N",6,1,"Trombid mite",1,1
"N",6,3,"Amphipoda",91,25
"N",6,3,"callitula sp",1,1
"N",6,3,"Cecidomyidae",8,6
"N",6,3,"Chaetopsis sp.",6,5
"N",6,3,"Chloropidae",6,5
"N",6,3,"Cicadellidae",1,1
"N",6,3,"Clubonia sp",145,29
"N",6,3,"Delphacodes",941,34
"N",6,3,"Dohrniphora sp",16,11
"N",6,3,"Erythrid mite",3,3
"N",6,3,"Grammonota trivitatta",1,1
"N",6,3,"Ischnodemus badius",2,2
"N",6,3,"Linyphidae",23,17
"N",6,3,"Littorina littorea",1,1
"N",6,3,"Melampus bidentata",2,2
"N",6,3,"Orobatid mite",30,17
"N",6,3,"Paraclius sp",48,13
"N",6,3,"Pardosa sp",75,29
"N",6,3,"Pentatomidae",4,3
"N",6,3,"Prokelisia sp",106,29
"N",6,3,"Reduviidae",1,1
"N",6,3,"Trigonotylus sp",8,7
"N",6,3,"Trombid mite",1,1
"N",6,3,"Unknown grasshopper ",7,6
"N",6,5,"Anurida maritima",3,1
"N",6,5,"callitula sp",4,4
"N",6,5,"Chloropidae",14,10
"N",6,5,"Clubonia sp",10,7
"N",6,5,"Cyphon sp.",14,8
"N",6,5,"Delphacodes",69,26
"N",6,5,"Dohrniphora sp",1,1
"N",6,5,"Erythrid mite",2,2
"N",6,5,"Grammonota trivitatta",21,11
"N",6,5,"Hyposinga variabilis",7,6
"N",6,5,"Lasius",11,6
"N",6,5,"Lenaphid spider",5,4
"N",6,5,"Megamealus sp.",1,1
"N",6,5,"Orabatis hemelius",9,5
"N",6,5,"Orobatid mite",27,12
"N",6,5,"Paraclius sp",1,1
"N",6,5,"Paraclius sp.",1,1
"N",6,5,"Prokelisia sp",46,22
"N",6,5,"Sminthuridae",41,17
"N",6,5,"Thripidae sp.",17,10
"N",6,5,"Trombid mite",1,1
"N",7,3,"Amphipoda",13,9
"N",7,3,"Cecidomyidae",1,1
"N",7,3,"Chaetopsis sp.",4,2
"N",7,3,"Clubonia sp",11,5
"N",7,3,"Conocephalus spartinae",13,8
"N",7,3,"Delphacodes",419,19
"N",7,3,"Dohrniphora sp",35,1
"N",7,3,"Grammonota trivitatta",3,1
"N",7,3,"Hogna sp",1,1
"N",7,3,"Lenaphid spider",13,8
"N",7,3,"Marpissa sp",3,1
"N",7,3,"Megamealus sp.",383,19
"N",7,3,"Melampus bidentata",1,1
"N",7,3,"Mycetophilidae ",1,1
"N",7,3,"Orobatid mite",7,5
"N",7,3,"Paraclius sp.",133,13
"N",7,3,"Pardosa sp",29,11
"N",7,3,"Pardosa sp.",3,1
"N",7,3,"Prokelisia sp",503,15
"N",7,3,"Reduviidae",4,3
"N",7,3,"Thripidae sp.",1,1
"N",7,3,"Trigonotylus sp",1,1
"N",7,3,"Trombid mite",1,1
"N",7,3,"Tytthus sp.",15,11
"N",7,3,"Unknown Morph",2,1
"N",7,5,"Amphipoda",3,2
"N",7,5,"Anurida maritima",9,6
"N",7,5,"callitula sp",15,6
"N",7,5,"Cecidomyidae",6,2
"N",7,5,"Chloropidae",36,11
"N",7,5,"Cicadellidae",3,3
"N",7,5,"Clubonia sp",42,11
"N",7,5,"Delphacodes",28,7
"N",7,5,"Dohrniphora sp",3,2
"N",7,5,"Erythrid mite",2,2
"N",7,5,"Grammonota trivitatta",1,1
"N",7,5,"Haplogonatopus",1,1
"N",7,5,"Hidrophilidae larva",4,2
"N",7,5,"Hogna sp",3,3
"N",7,5,"Intercella sp.",4,2
"N",7,5,"Iridescent fly",1,1
"N",7,5,"Linyphidae",9,5
"N",7,5,"Megamealus sp.",5,4
"N",7,5,"Oniscidea Venzillus parvus",2,1
"N",7,5,"Orobatid mite",82,12
"N",7,5,"Pardosa sp",29,11
"N",7,5,"Pentatomidae",52,9
"N",7,5,"Prokelisia sp",42,10
"N",7,5,"Salticidae",1,1
"N",7,5,"Thripidae sp.",2,2
"N",7,5,"Tytthus sp.",1,1
"N",7,5,"UKN mosquito ",1,1
"N",7,5,"UNK fly",2,2
"N",7,5,"unknown 62",1,1
"N",7,5,"unknown 63",2,2
"N",7,5,"unknown coleopterid",1,1
"N",7,5,"Unknown crab",1,1
"N",7,5,"Venzilla parvus",11,8
"N",8,1,"Acrodactyla sp",3,3
"N",8,1,"Amphipoda",25,19
"N",8,1,"Anurida maritima",48,15
"N",8,1,"callitula sp",17,10
"N",8,1,"Cecidomyidae",5,4
"N",8,1,"Chaetopsis sp.",1,1
"N",8,1,"Chloropidae",2,2
"N",8,1,"Cicadellidae",2,2
"N",8,1,"Clubonia sp",101,29
"N",8,1,"Delphacodes",4,3
"N",8,1,"Dohrniphora sp",51,19
"N",8,1,"Grammonota trivitatta",9,6
"N",8,1,"Hidrophilidae larva",0,1
"N",8,1,"Hyposinga variabilis",10,2
"N",8,1,"Instar nymph pentatomidae",2,1
"N",8,1,"larvae diatizid",5,4
"N",8,1,"Lenaphid spider",11,3
"N",8,1,"Littorina littorea",11,8
"N",8,1,"Marpissa sp",2,1
"N",8,1,"Megamealus sp.",1,1
"N",8,1,"Orobatid mite",17,8
"N",8,1,"Paraclius sp.",5,4
"N",8,1,"Pentatomidae",3,3
"N",8,1,"Prokelisia sp",126,30
"N",8,1,"Trigonotylus sp",1,1
"N",8,5,"Acrodactyla sp",1,1
"N",8,5,"Amphipoda",16,7
"N",8,5,"callitula sp",69,18
"N",8,5,"Cecidomyidae",34,13
"N",8,5,"Chaetopsis sp.",3,3
"N",8,5,"Chloropidae",33,11
"N",8,5,"Cicadellidae",3,2
"N",8,5,"Clubonia sp",8,7
"N",8,5,"Coleoptera myxophaga",1,1
"N",8,5,"Conocephalus spartinae",1,1
"N",8,5,"Delphacodes",73,15
"N",8,5,"Dohrniphora sp",43,14
"N",8,5,"Erythrid mite",8,4
