"Site","Transect","Quadrat","Species","Count","N_Squares"
"PI",10,3,"Paraclius sp.",6,5
"PI",10,3,"Prokelisia sp",1431,14
"PI",10,3,"Tytthus sp.",6,1
"PI",10,3,"Venzilla parvus",2,2
"PI",10,5,"Cicadellidae",19,9
"PI",10,5,"Clubonia sp",1,1
"PI",10,5,"Dohrniphora sp",4,3
"PI",10,5,"hemiptera nymph",3,3
"PI",10,5,"Intercella sp.",2,1
"PI",10,5,"Mycetophilidae ",8,7
"PI",10,5,"Orabatis hemelius",1,1
"PI",10,5,"Orobatid mite",10,6
"PI",10,5,"Paraclius sp.",2,2
"PI",10,5,"Prokelisia sp",2,2
"PI",10,5,"Trombid mite",2,2
"PI",11,1,"Amphipoda",22,10
"PI",11,1,"Anurida maritima",5,2
"PI",11,1,"callitula sp",18,5
"PI",11,1,"Clubonia sp",5,3
"PI",11,1,"Columbola sminthuriadae",1,1
"PI",11,1,"Conocephalus spartinae",1,1
"PI",11,1,"Delphacodes",1,1
"PI",11,1,"Intercella sp.",42,11
"PI",11,1,"long nose black beetle",1,1
"PI",11,1,"Orobatid mite",9,5
"PI",11,1,"Paraclius sp.",5,3
"PI",11,1,"Pardosa sp.",1,1
"PI",11,1,"Prokelisia sp",3,2
"PI",11,1,"Trigonotylus sp",1,1
"PI",11,1,"Trombid mite",3,3
"PI",11,1,NA,0,1
"PI",11,3,"Black ant (Formicidae)",1,1
"PI",11,3,"Caterpillar 1",1,1
"PI",11,3,"Chloropidae",7,7
"PI",11,3,"Delphacodes",2,2
"PI",11,3,"Grammonota trivitatta",1,1
"PI",11,3,"Orobatid mite",8,7
"PI",11,3,"Paraclius sp.",5,4
"PI",11,3,"Venzilla parvus",1,1
"PI",11,5,"Amphipoda",1,1
"PI",11,5,"Chaetopsis sp.",2,2
"PI",11,5,"Chloropidae",5,5
"PI",11,5,"Conocephalus spartinae",1,1
"PI",11,5,"Delphacodes",2,2
"PI",11,5,"Eriococcuc dennoi",1,1
"PI",11,5,"Hyposinga variabilis",1,1
"PI",11,5,"Paraclius sp.",2,2
"PI",11,5,"Pardosa sp.",3,3
"PI",11,5,"Trombid mite",3,3
"PI",11,5,"Venzilla parvus",3,3
"PI",11,5,NA,0,2
"PI",12,1,"Acrodactyla sp",3,2
"PI",12,1,"Amphipoda",161,15
"PI",12,1,"callitula sp",20,5
"PI",12,1,"Clubonia sp",11,7
"PI",12,1,"Haplogonatopus",4,3
"PI",12,1,"Intercella sp.",43,12
"PI",12,1,"Littorina littorea",1,1
"PI",12,1,"long nose black beetle",8,5
"PI",12,1,"Megamealus sp.",30,11
"PI",12,1,"Mycetophilidae ",27,8
"PI",12,1,"Orobatid mite",43,13
"PI",12,1,"Paraclius sp.",8,5
"PI",12,1,"Pardosa sp.",8,5
"PI",12,1,"Trigonotylus sp",3,3
"PI",12,3,"Amphipoda",2,1
"PI",12,3,"Armidillidiidae",1,1
"PI",12,3,"Clubonia sp",10,5
"PI",12,3,"Conocephalus spartinae",5,5
"PI",12,3,"Dohrniphora sp",6,5
"PI",12,3,"hemiptera nymph",27,11
"PI",12,3,"Orobatid mite",54,13
"PI",12,3,"Pardosa sp.",1,1
"PI",12,3,"Prokelisia sp",27,9
"PI",12,3,"Trombid mite",14,9
"PI",12,5,"Amphipoda",4,4
"PI",12,5,"Chlorochroa senilis",1,1
"PI",12,5,"Chloropidae",3,3
"PI",12,5,"Delphacodes",3,3
"PI",12,5,"Eriococcuc dennoi",1,1
"PI",12,5,"Hyposinga variabilis",1,1
"PI",12,5,"Lasius",2,2
"PI",12,5,"Linyphidae",1,1
"PI",12,5,"Megamealus sp.",2,2
"PI",12,5,"Pardosa sp.",3,3
"PI",12,5,"Salticidae",1,1
"PI",12,5,"Venzilla parvus",4,4
"PI",12,5,NA,0,1
"PI15",1,1,"callitula sp",1,1
"PI15",1,1,"Chloropidae",20,13
"PI15",1,1,"Delphacodes",4,3
"PI15",1,1,"Naemia sp.",2,2
"PI15",1,1,NA,0,2
"PI15",1,3,"Cecidomyidae",1,1
"PI15",1,3,"Chaetopsis sp.",3,2
"PI15",1,3,"Cicadellidae",3,3
"PI15",1,3,"Delphacodes",2,2
"PI15",1,3,NA,0,8
"PI15",1,5,"black white salticidae",2,1
"PI15",1,5,"Delphacodes",4,4
"PI15",1,5,"green eye fly",1,1
"PI15",1,5,"Salticidae",1,1
"PI15",1,5,"Spathius sp.",1,1
"PI15",1,5,NA,0,8
"PI15",2,1,"Chloropidae",8,5
"PI15",2,1,"Delphacodes",2,2
"PI15",2,1,"Naemia sp.",1,1
"PI15",2,1,"Paraclius sp.",5,3
"PI15",2,1,"Trigonotylus sp",10,8
"PI15",2,1,NA,0,3
"PI15",2,3,"Delphacodes",34,13
"PI15",2,3,"Naemia sp.",1,1
"PI15",2,3,NA,0,2
"PI15",2,5,"Cecidomyidae",5,2
"PI15",2,5,"Chaetopsis sp.",2,1
"PI15",2,5,"Chloropidae",13,9
"PI15",2,5,"Delphacodes",6,3
"PI15",2,5,"Salticidae",2,2
"PI15",2,5,"Spathius sp.",1,1
"PI15",2,5,"Trombid mite",2,2
"PI15",3,1,"Delphacodes",2,2
"PI15",3,1,"Trombid mite",1,1
"PI15",3,1,NA,0,13
"PI15",3,3,"Chloropidae",2,2
"PI15",3,3,"Delphacodes",8,8
"PI15",3,3,"Mycetophilidae ",2,2
"PI15",3,3,NA,0,4
"PI15",3,5,"Chloropidae",7,7
"PI15",3,5,NA,0,9
"PI15",4,1,"Cecidomyidae",1,1
"PI15",4,1,"Chloropidae",7,5
"PI15",4,1,"Delphacodes",1,1
"PI15",4,1,"Dohrniphora sp",1,1
"PI15",4,1,"Flying black ant",2,1
"PI15",4,1,"Orobatid mite",2,2
"PI15",4,1,"Paraclius sp.",9,6
"PI15",4,1,"Pardosa sp.",1,1
"PI15",4,5,"Black ant (Formicidae)",1,1
"PI15",4,5,"Blattodea",1,1
"PI15",4,5,"Chloropidae",1,1
"PI15",4,5,NA,0,13
"PI15",5,1,"Amphipoda",15,9
"PI15",5,1,"callitula sp",11,7
"PI15",5,1,"Cecidomyidae",33,13
"PI15",5,1,"Chaetopsis sp.",1,1
"PI15",5,1,"Chloropidae",15,6
"PI15",5,1,"Cicadellidae",11,6
"PI15",5,1,"Delphacodes",7,4
"PI15",5,1,"Orobatid mite",23,11
"PI15",5,1,"Paraclius sp.",7,3
"PI15",5,1,"Salticidae",1,1
"PI15",5,1,"Trigonotylus sp",4,3
"PI15",5,1,"Trombid mite",1,1
"PI15",5,3,"Amphipoda",8,6
"PI15",5,3,"callitula sp",3,2
"PI15",5,3,"Cecidomyidae",3,1
"PI15",5,3,"Chaetopsis sp.",2,2
"PI15",5,3,"Cicadellidae",3,2
"PI15",5,3,"Conocephalus spartinae",5,5
"PI15",5,3,"Delphacodes",75,15
"PI15",5,3,"Dohrniphora sp",1,1
"PI15",5,3,"Grammonota trivitatta",1,1
"PI15",5,3,"hemiptera nymph",8,3
"PI15",5,3,"Paraclius sp.",5,3
"PI15",5,3,"Pardosa sp.",1,1
"PI15",5,3,"Salticidae",1,1
"PI15",5,3,"Trombid mite",1,1
"PI15",5,3,"Venzilla parvus",6,6
"PI15",5,5,"Amphipoda",31,13
"PI15",5,5,"Cicadellidae",5,5
"PI15",5,5,NA,0,2
"PI15",6,1,"Amphipoda",6,5
"PI15",6,1,"callitula sp",3,2
"PI15",6,1,"Cecidomyidae",8,5
"PI15",6,1,"Chaetopsis sp.",2,2
"PI15",6,1,"Chloropidae",6,5
"PI15",6,1,"Cicadellidae",4,3
"PI15",6,1,"Delphacodes",3,2
"PI15",6,1,"Naemia sp.",1,1
"PI15",6,1,"Orobatid mite",1,1
"PI15",6,1,"Paraclius sp.",8,6
"PI15",6,1,"Pardosa sp.",1,1
"PI15",6,1,"Tipula sp.",1,1
"PI15",6,1,"Trombid mite",1,1
"PI15",6,1,NA,0,1
"PI15",6,3,"Amphipoda",4,4
"PI15",6,3,"Cecidomyidae",3,2
"PI15",6,3,"Chloropidae",6,5
"PI15",6,3,"Cicadellidae",2,2
"PI15",6,3,"Grammonota trivitatta",1,1
"PI15",6,3,"hemiptera nymph",17,6
"PI15",6,3,"Naemia sp.",1,1
"PI15",6,3,"Orobatid mite",44,9
"PI15",6,3,"Pardosa sp.",5,4
"PI15",6,3,"Prokelisia sp",2,1
"PI15",6,3,"Trombid mite",7,2
"PI15",6,5,"Amphipoda",1,1
"PI15",6,5,"Black ant (Formicidae)",1,1
"PI15",6,5,"callitula sp",1,1
"PI15",6,5,"Chloropidae",2,2
"PI15",6,5,"Gryllus sp.",0,1
"PI15",6,5,"long abdomen salticidae",1,1
"PI15",6,5,"Orobatid mite",4,4
"PI15",6,5,"Pardosa sp.",4,4
"PI15",6,5,"Spathius sp.",1,1
"PI15",6,5,"Trombid mite",1,1
"PI15",6,5,"Venzilla parvus",1,1
"PI15",6,5,NA,0,5
"PI15",7,3,"Amphipoda",1,1
"PI15",7,3,"Anurida maritima",92,14
"PI15",7,3,"callitula sp",3,2
"PI15",7,3,"Cecidomyidae",6,2
"PI15",7,3,"Chaetopsis sp.",1,1
"PI15",7,3,"Chloropidae",173,12
"PI15",7,3,"Cicadellidae",2,1
"PI15",7,3,"Conocephalus spartinae",1,1
"PI15",7,3,"Cyphon sp.",1,1
"PI15",7,3,"Delphacodes",303,15
"PI15",7,3,"Orobatid mite",94,15
"PI15",7,3,"Pardosa sp.",6,4
"PI15",7,3,"Trombid mite",6,4
"PI15",7,5,"Amphipoda",6,6
"PI15",7,5,"callitula sp",1,1
"PI15",7,5,"Chloropidae",5,5
"PI15",7,5,"Lasius",1,1
"PI15",7,5,"Orobatid mite",15,12
"PI15",8,1,"Amphipoda",27,13
"PI15",8,1,"Cicadellidae",7,5
"PI15",8,1,NA,0,2
"PI15",9,1,"callitula sp",1,1
"PI15",9,1,"Chaetopsis sp.",1,1
"PI15",9,1,"Chloropidae",13,10
"PI15",9,1,"Delphacodes",10,6
"PI15",9,1,"Orobatid mite",5,5
"PI15",9,1,"Paraclius sp.",2,1
"PI15",9,3,"Acrodactyla sp",1,1
"PI15",9,3,"callitula sp",15,6
"PI15",9,3,"Cercyonis pegala",3,2
"PI15",9,3,"Chaetopsis sp.",2,2
"PI15",9,3,"Cicadellidae",2,2
"PI15",9,3,"Conocephalus spartinae",6,6
"PI15",9,3,"Dohrniphora sp",13,6
"PI15",9,3,"Hebridae",16,9
"PI15",9,3,"Paraclius sp.",3,2
"PI15",9,3,"Prokelisia sp",368,14
"PI15",9,5,"Amphipoda",10,8
"PI15",9,5,"Cecidomyidae",7,4
"PI15",9,5,"Chloropidae",9,5
"PI15",9,5,"Conocephalus spartinae",4,4
"PI15",9,5,"Delphacodes",19,13
"PI15",9,5,"Gryllus sp.",1,1
"PI15",9,5,"Venzilla parvus",1,1
"PI15",10,1,"Amphipoda",43,11
"PI15",10,1,"Linyphidae",35,11
"PI15",10,1,"Mycetophilidae ",13,6
"PI15",10,1,"Orobatid mite",9,6
"PI15",10,1,"Paraclius sp.",15,12
"PI15",10,1,"Prokelisia sp",33,10
"PI15",10,1,"Pterostichus",1,1
"PI15",10,1,"Trigonotylus sp",9,6
"PI15",10,1,"Trombid mite",2,2
"PI15",10,3,"Cecidomyidae",7,4
"PI15",10,3,"Chaetopsis sp.",1,1
"PI15",10,3,"Chloropidae",12,6
"PI15",10,3,"Conocephalus spartinae",3,3
"PI15",10,3,"Delphacodes",686,15
"PI15",10,3,"Linyphidae",6,6
"PI15",10,3,"Orobatid mite",22,5
"PI15",10,3,"Paraclius sp.",2,2
"PI15",10,3,"Trombid mite",15,10
"PI15",10,5,"Amphipoda",1,1
"PI15",10,5,"Anurida maritima",3,1
"PI15",10,5,"Black ant (Formicidae)",1,1
"PI15",10,5,"callitula sp",1,1
"PI15",10,5,"Cecidomyidae",1,1
"PI15",10,5,"Conocephalus spartinae",2,2
"PI15",10,5,"Delphacodes",9,7
"PI15",10,5,"Mycetophilidae ",1,1
"PI15",10,5,"Orobatid mite",22,11
"PI15",10,5,"Paraclius sp.",1,1
"PI15",10,5,"Pardosa sp.",2,2
"PI15",10,5,"Salticidae",1,1
"PI15",10,5,"Spathius sp.",2,2
"PI15",10,5,"Trombid mite",2,2
"PI15",10,5,"Venzilla parvus",1,1
"PI15",10,5,NA,0,1
"PI15",11,1,"Amphipoda",6,3
"PI15",11,1,"Cecidomyidae",7,6
"PI15",11,1,"Chaetopsis sp.",4,3
"PI15",11,1,"Chloropidae",12,8
"PI15",11,1,"Melampus bidentata",12,7
"PI15",11,1,"Orobatid mite",4,3
"PI15",11,1,"Paraclius sp.",12,7
"PI15",11,1,"Pardosa sp.",2,2
"PI15",11,1,"Trigonotylus sp",1,1
"PI15",11,5,"Cicadellidae",2,2
"PI15",11,5,"Delphacodes",12,10
"PI15",11,5,"Gryllus sp.",1,1
"PI15",11,5,"Orobatid mite",6,6
"PI15",11,5,"Prokelisia sp",1,1
"PI15",11,5,NA,0,1
"PI15",12,3,"Amphipoda",1,1
"PI15",12,3,"Anurida maritima",125,14
"PI15",12,3,"Cecidomyidae",8,4
"PI15",12,3,"Cicadellidae",12,6
"PI15",12,3,"Conocephalus spartinae",4,4
"PI15",12,3,"Delphacodes",11,4
"PI15",12,3,"hemiptera nymph",2,1
"PI15",12,3,"Megamealus sp.",1,1
"PI15",12,3,"Orobatid mite",145,14
"PI15",12,3,"Paraclius sp.",3,3
"PI15",12,3,"Pardosa sp.",1,1
"PI15",12,3,"Prokelisia sp",1,1
"PI15",12,3,"Spathius sp.",2,2
"PI15",12,3,"Trombid mite",1,1
"PI15",12,5,"Amphipoda",1,1
"PI15",12,5,"Anurida maritima",102,14
"PI15",12,5,"black white salticidae",2,2
"PI15",12,5,"cecidomyidae",5,2
"PI15",12,5,"Cecidomyidae",6,3
"PI15",12,5,"Delphacodes",11,4
"PI15",12,5,"orobatid mite",6,1
"PI15",12,5,"Orobatid mite",78,14
"SQ",1,1,"Amphipoda",2,2
"SQ",1,1,"Anurida maritima",26,9
"SQ",1,1,"callitula sp",1,1
"SQ",1,1,"Dohrniphora sp",3,2
"SQ",1,1,"Mycetophilidae ",2,1
"SQ",1,1,"Paraclius sp.",2,2
"SQ",1,1,"Trombid mite",1,1
"SQ",1,1,NA,0,4
"SQ",1,3,"Amphipoda",96,13
"SQ",1,3,"Cicadellidae",5,5
"SQ",1,3,"Clubonia sp",4,4
"SQ",1,3,"Hebridae",28,10
"SQ",1,3,"Intercella sp.",5,2
"SQ",1,3,"Linyphidae",14,7
"SQ",1,3,"Orobatid mite",178,13
"SQ",1,3,"Paraclius sp.",1,1
"SQ",1,3,"Trigonotylus sp",1,1
"SQ",1,3,"Trombid mite",4,4
"SQ",1,5,"Amphipoda",20,8
"SQ",1,5,"Cecidomyidae",4,1
"SQ",1,5,"Chaetopsis sp.",1,1
"SQ",1,5,"Chloropidae",5,3
"SQ",1,5,"Clubonia sp",8,5
"SQ",1,5,"Conocephalus spartinae",1,1
"SQ",1,5,"Erythrid mite",6,3
"SQ",1,5,"Habronattus",2,2
"SQ",1,5,"Lasius",4,2
"SQ",1,5,"Linyphidae",8,4
"SQ",1,5,"Orobatid mite",29,12
"SQ",1,5,"Paraclius sp.",4,3
"SQ",1,5,"Pardosa sp.",2,2
"SQ",1,5,"Trombid mite",1,1
"SQ",1,5,"Tytthus sp.",3,2
"SQ",2,1,"Amphipoda",58,15
"SQ",2,1,"Anurida maritima",275,15
"SQ",2,1,"callitula sp",2,2
"SQ",2,1,"Clubonia sp",2,1
"SQ",2,1,"Dohrniphora sp",21,6
"SQ",2,1,"Linyphidae",1,1
"SQ",2,1,"Mycetophilidae ",13,6
"SQ",2,1,"Orobatid mite",2,1
"SQ",2,1,"Paraclius sp.",5,5
"SQ",2,1,"Trombid mite",4,2
"SQ",2,3,"Amphipoda",141,15
"SQ",2,3,"callitula sp",1,1
"SQ",2,3,"Cicadellidae",1,1
"SQ",2,3,"Clubonia sp",10,7
"SQ",2,3,"Hebridae",4,3
"SQ",2,3,"Linyphidae",11,6
"SQ",2,3,"Lygaeidae",1,1
"SQ",2,3,"Mycetophilidae ",4,3
"SQ",2,3,"Orobatid mite",10,9
"SQ",2,3,"Pardosa sp.",3,3
"SQ",2,3,"Trombid mite",4,4
"SQ",2,3,"Venzilla parvus",2,2
"SQ",2,5,"Amphipoda",15,10
"SQ",2,5,"Cecidomyidae",1,1
"SQ",2,5,"Chaetopsis sp.",2,2
"SQ",2,5,"Chloropidae",4,4
"SQ",2,5,"Clubonia sp",5,5
"SQ",2,5,"Conocephalus spartinae",1,1
"SQ",2,5,"Erythrid mite",6,3
"SQ",2,5,"Habronattus",2,2
"SQ",2,5,"Lasius",4,4
"SQ",2,5,"Linyphidae",4,3
"SQ",2,5,"Orobatid mite",65,14
"SQ",2,5,"Paraclius sp.",4,4
"SQ",2,5,"Pardosa sp.",2,2
"SQ",2,5,"Trombid mite",5,2
"SQ",2,5,"Tytthus sp.",2,2
"SQ",3,1,"Amphipoda",31,8
"SQ",3,1,"callitula sp",21,7
"SQ",3,1,"Cecidomyidae",1,1
"SQ",3,1,"Chloropidae",22,10
"SQ",3,1,"Clubonia sp",17,8
"SQ",3,1,"Delphacodes",44,11
"SQ",3,1,"Haplogonatopus",1,1
"SQ",3,1,"Hebridae",10,7
"SQ",3,1,"Ischnodemus badius",3,2
"SQ",3,1,"Linyphidae",7,5
"SQ",3,1,"Megamealus sp.",7,3
"SQ",3,1,"Melampus bidentata",2,1
"SQ",3,1,"Mycetophilidae ",3,1
"SQ",3,1,"Orobatid mite",28,6
"SQ",3,1,"Paraclius sp.",2,2
"SQ",3,1,"Prokelisia sp",3,2
"SQ",3,1,"Spathius sp.",1,1
"SQ",3,1,"Trigonotylus sp",2,2
"SQ",3,1,"Tytthus sp.",5,2
"SQ",3,3,"Amphipoda",135,15
"SQ",3,3,"Anurida maritima",45,13
"SQ",3,3,"Clubonia sp",4,3
"SQ",3,3,"Dohrniphora sp",4,3
"SQ",3,3,"Hebridae",5,3
"SQ",3,3,"Lasius",1,1
"SQ",3,3,"Mycetophilidae ",62,14
"SQ",3,3,"Orobatid mite",4,3
"SQ",3,3,"Paraclius sp.",3,3
"SQ",3,3,"Prokelisia sp",11,7
"SQ",3,3,"Trigonotylus sp",1,1
"SQ",3,3,"Trombid mite",5,3
"SQ",3,5,"Amphipoda",95,13
"SQ",3,5,"callitula sp",7,5
"SQ",3,5,"Clubonia sp",3,3
"SQ",3,5,"Dohrniphora sp",6,3
"SQ",3,5,"Linyphidae",9,7
"SQ",3,5,"Mycetophilidae ",3,3
"SQ",3,5,"Orobatid mite",76,13
"SQ",3,5,"Paraclius sp.",8,5
"SQ",3,5,"Pardosa sp.",6,4
"SQ",3,5,"Prokelisia sp",3,3
"SQ",3,5,"Spathius sp.",5,4
"SQ",3,5,"Trombid mite",9,6
"SQ",3,5,"Venzilla parvus",2,2
"SQ",4,1,"Amphipoda",28,8
"SQ",4,1,"callitula sp",3,3
"SQ",4,1,"Cecidomyidae",3,3
"SQ",4,1,"Chloropidae",5,5
"SQ",4,1,"Clubonia sp",1,1
"SQ",4,1,"Delphacodes",5,4
"SQ",4,1,"Hebridae",3,3
"SQ",4,1,"Ischnodemus badius",1,1
"SQ",4,1,"Linyphidae",6,6
"SQ",4,1,"Orobatid mite",7,5
"SQ",4,1,"Paraclius sp.",11,10
"SQ",4,1,"Spathius sp.",1,1
"SQ",4,1,"Trigonotylus sp",1,1
"SQ",4,1,"Trombid mite",3,3
"SQ",4,3,"Amphipoda",43,10
"SQ",4,3,"callitula sp",1,1
"SQ",4,3,"Cicadellidae",11,8
"SQ",4,3,"Clubonia sp",6,5
"SQ",4,3,"Dohrniphora sp",10,6
"SQ",4,3,"Gryllus sp.",1,1
"SQ",4,3,"Hebridae",4,2
"SQ",4,3,"Linyphidae",32,12
"SQ",4,3,"Mycetophilidae ",9,5
"SQ",4,3,"Orobatid mite",36,11
"SQ",4,3,"Paraclius sp.",4,3
"SQ",4,3,"Pardosa sp.",6,6
"SQ",4,3,"Prokelisia sp",7,4
"SQ",4,3,"Trombid mite",7,7
"SQ",4,3,"Venzilla parvus",17,9
"SQ",4,5,"Dohrniphora sp",3,3
"SQ",4,5,"Lasius",4,3
"SQ",4,5,"Linyphidae",3,3
"SQ",4,5,"Mycetophilidae ",3,3
"SQ",4,5,"Paraclius sp.",3,3
"SQ",4,5,"Prokelisia sp",3,2
"SQ",4,5,NA,0,3
"SQ",5,1,"callitula sp",1,1
"SQ",5,1,"Haplogonatopus",1,1
"SQ",5,1,"Intercella sp.",9,6
"SQ",5,1,"Orobatid mite",6,4
"SQ",5,1,"Paraclius sp.",1,1
"SQ",5,1,"Pardosa sp.",2,2
"SQ",5,1,"Prokelisia sp",2,2
"SQ",5,1,"Trigonotylus sp",3,2
"SQ",5,1,"Trombid mite",1,1
"SQ",5,1,NA,0,1
"SQ",5,3,"Amphipoda",52,14
"SQ",5,3,"callitula sp",10,7
"SQ",5,3,"Clubonia sp",3,2
"SQ",5,3,"Dohrniphora sp",1,1
"SQ",5,3,"Hebridae",9,6
"SQ",5,3,"Linyphidae",7,6
"SQ",5,3,"Lygaeidae",1,1
"SQ",5,3,"Mycetophilidae ",1,1
"SQ",5,3,"Naemia sp.",1,1
"SQ",5,3,"Noctuidae",1,1
"SQ",5,3,"Orobatid mite",33,10
"SQ",5,3,"Paraclius sp.",9,8
"SQ",5,3,"Prokelisia sp",11,8
"SQ",5,3,"Trigonotylus sp",1,1
"SQ",5,3,"Trombid mite",1,1
"SQ",5,5,"Amphipoda",50,14
"SQ",5,5,"Chlorochroa senilis",1,1
"SQ",5,5,"Chloropidae",22,10
"SQ",5,5,"Cicadellidae",2,2
"SQ",5,5,"Clubonia sp",3,3
"SQ",5,5,"Delphacodes",22,10
"SQ",5,5,"Gryllus sp.",3,3
"SQ",5,5,"Lasius",10,6
"SQ",5,5,"Linyphidae",2,2
"SQ",5,5,"Melampus bidentata",5,5
"SQ",5,5,"Mycetophilidae ",2,1
"SQ",5,5,"Orobatid mite",30,10
"SQ",5,5,"Pardosa sp.",7,6
"SQ",5,5,"Prokelisia sp",7,5
"SQ",5,5,"Venzilla parvus",2,2
"SQ",6,1,"callitula sp",2,2
"SQ",6,1,"Dohrniphora sp",3,2
"SQ",6,1,"Linyphidae",3,2
"SQ",6,1,"Orobatid mite",4,3
"SQ",6,1,"Paraclius sp.",5,4
"SQ",6,1,"Prokelisia sp",2,2
"SQ",6,1,"Trigonotylus sp",9,6
"SQ",6,1,"Trombid mite",1,1
"SQ",6,1,NA,0,2
"SQ",6,5,"Amphipoda",22,7
"SQ",6,5,"callitula sp",16,6
"SQ",6,5,"Clubonia sp",2,2
"SQ",6,5,"Conocephalus spartinae",2,2
"SQ",6,5,"Dohrniphora sp",30,9
"SQ",6,5,"Gryllus sp.",1,1
"SQ",6,5,"Lasius",3,3
"SQ",6,5,"Linyphidae",4,3
"SQ",6,5,"Melampus bidentata",1,1
"SQ",6,5,"Mycetophilidae ",17,6
"SQ",6,5,"Naemia sp.",1,1
"SQ",6,5,"Orobatid mite",31,9
"SQ",6,5,"Paraclius sp.",5,5
"SQ",6,5,"Prokelisia sp",12,5
"SQ",6,5,"Spathius sp.",5,4
"SQ",6,5,"Trombid mite",2,2
"SQ",6,5,"Venzilla parvus",1,1
"SQ",7,1,"Amphipoda",4,2
"SQ",7,1,"Anurida maritima",5,5
"SQ",7,1,"Dohrniphora sp",10,5
"SQ",7,1,"Linyphidae",1,1
"SQ",7,1,"Mycetophilidae ",1,1
"SQ",7,1,"Orobatid mite",8,5
"SQ",7,1,"Paraclius sp.",8,6
"SQ",7,1,"Prokelisia sp",5,4
"SQ",7,1,"Trigonotylus sp",2,2
"SQ",7,1,NA,0,4
"SQ",7,3,"Amphipoda",25,10
"SQ",7,3,"Cecidomyidae",2,1
"SQ",7,3,"Chloropidae",22,8
"SQ",7,3,"Cicadellidae",24,10
"SQ",7,3,"Delphacodes",11,5
"SQ",7,3,"Hyposinga variabilis",1,1
"SQ",7,3,"Linyphidae",3,2
"SQ",7,3,"Melampus bidentata",2,1
"SQ",7,3,"Orobatid mite",13,6
"SQ",7,3,"Paraclius sp.",7,5
