"Site","Transect","Quadrat","Species","Count","N_Squares"
"SQ",7,3,"Prokelisia sp",1,1
"SQ",7,3,"Trombid mite",10,5
"SQ",7,3,"Venzilla parvus",1,1
"SQ",7,5,"Cecidomyidae",3,2
"SQ",7,5,"Chloropidae",10,8
"SQ",7,5,"Hebridae",2,2
"SQ",7,5,"Lasius",1,1
"SQ",7,5,"Paraclius sp.",4,4
"SQ",7,5,"Salticidae",4,4
"SQ",7,5,NA,0,1
"SQ",10,3,"Amphipoda",27,11
"SQ",10,3,"callitula sp",3,3
"SQ",10,3,"Cicadellidae",12,9
"SQ",10,3,"Clubonia sp",4,3
"SQ",10,3,"Dohrniphora sp",32,11
"SQ",10,3,"Hebridae",7,4
"SQ",10,3,"Linyphidae",4,3
"SQ",10,3,"Orobatid mite",21,8
"SQ",10,3,"Pardosa sp.",3,3
"SQ",10,3,"Prokelisia sp",39,11
"SQ",10,3,"Trombid mite",9,7
"SQ",10,3,"Venzilla parvus",22,10
"SQ",10,3,"Ymenoptera ichneumonid",3,3
"SQ",10,5,"Cecidomyidae",3,2
"SQ",10,5,"Chloropidae",14,10
"SQ",10,5,"Hebridae",2,2
"SQ",10,5,"lasius",1,1
"SQ",10,5,"Lasius",3,3
"SQ",10,5,"paraclius sp.",1,1
"SQ",10,5,"Paraclius sp.",4,5
"SQ",10,5,"Salticidae",3,3
"SQ",11,1,"Cecidomyidae",21,13
"SQ",11,1,"Chloropidae",18,12
"SQ",11,1,"Cicadellidae",1,1
"SQ",11,1,"Delphacodes",19,13
"SQ",11,1,"Linyphidae",17,13
"SQ",11,1,"Megamealus sp.",1,1
"SQ",11,1,"Paraclius sp.",2,1
"SQ",11,1,"Pardosa sp.",9,7
"SQ",11,1,"prokelisia sp",1,1
"SQ",11,1,"Prokelisia sp",2,2
"SQ",11,1,"Venzilla parvus",2,2
"SQ",11,3,"Amphipoda",15,11
"SQ",11,3,"Cecidomyidae",5,4
"SQ",11,3,"Chloropidae",7,6
"SQ",11,3,"Cicadellidae",25,13
"SQ",11,3,"Delphacodes",2,2
"SQ",11,3,"Haplogonatopus",1,1
"SQ",11,3,"Littorina littorea",2,2
"SQ",11,3,"Megamealus sp.",1,1
"SQ",11,3,"Melampus bidentata",1,1
"SQ",11,3,"Orobatid mite",11,8
"SQ",11,3,"Paraclius sp.",9,9
"SQ",11,3,"Pardosa sp.",1,1
"SQ",11,3,"Prokelisia sp",1,1
"SQ",11,3,"Trigonotylus sp",1,1
"SQ",11,3,"Trombid mite",4,4
"SQ",11,3,"Tytthus sp.",1,1
"SQ",11,3,"Venzilla parvus",3,3
"SQ",11,5,"Amphipoda",16,9
"SQ",11,5,"callitula sp",1,1
"SQ",11,5,"Clubonia sp",2,2
"SQ",11,5,"Coleoptera myxophaga",1,1
"SQ",11,5,"Dohrniphora sp",18,11
"SQ",11,5,"Hydrophilidae larvae",2,1
"SQ",11,5,"Intercella sp.",1,1
"SQ",11,5,"Linyphidae",9,7
"SQ",11,5,"Melampus bidentata",3,3
"SQ",11,5,"Paraclius sp.",7,4
"SQ",11,5,"Pardosa sp.",12,5
"SQ",11,5,"Prokelisia sp",49,14
"SQ",11,5,"Trombid mite",2,2
"SQ",11,5,"Venzilla parvus",11,9
"SQ",11,5,"Ymenoptera ichneumonid",6,4
"SQ",12,1,"Acrodactyla sp",2,2
"SQ",12,1,"Amphipoda",25,11
"SQ",12,1,"Black ant (Formicidae)",2,1
"SQ",12,1,"callitula sp",11,4
"SQ",12,1,"Cecidomyidae",11,5
"SQ",12,1,"Chaetopsis sp.",2,2
"SQ",12,1,"Chloropidae",35,11
"SQ",12,1,"Clubonia sp",2,1
"SQ",12,1,"Delphacodes",33,14
"SQ",12,1,"long nose black beetle",1,1
"SQ",12,1,"Megamealus sp.",9,7
"SQ",12,1,"Mycetophilidae ",1,1
"SQ",12,1,"Paraclius sp.",18,9
"SQ",12,1,"Pardosa sp.",8,5
"SQ",12,1,"Prokelisia sp",7,3
"SQ",12,1,"Spathius sp.",2,2
"SQ",12,1,"Trigonotylus sp",2,2
"SQ",12,3,"Amphipoda",8,7
"SQ",12,3,"Cecidomyidae",1,1
"SQ",12,3,"Chloropidae",12,9
"SQ",12,3,"Cicadellidae",14,11
"SQ",12,3,"Delphacodes",12,10
"SQ",12,3,"Hyposinga variabilis",1,1
"SQ",12,3,"Linyphidae",6,4
"SQ",12,3,"Orobatid mite",10,9
"SQ",12,3,"Pardosa sp.",1,1
"SQ",12,3,"Trombid mite",9,7
"SQ",12,5,"Amphipoda",21,11
"SQ",12,5,"callitula sp",2,2
"SQ",12,5,"Cecidomyidae",1,1
"SQ",12,5,"Chaetopsis sp.",3,3
"SQ",12,5,"Chloropidae",9,5
"SQ",12,5,"Cicadellidae",1,1
"SQ",12,5,"Clubonia sp",3,2
"SQ",12,5,"Conocephalus spartinae",1,1
"SQ",12,5,"Cyphon sp.",1,1
"SQ",12,5,"Delphacodes",18,9
"SQ",12,5,"Hebridae",1,1
"SQ",12,5,"Lasius",1,1
"SQ",12,5,"Linyphidae",3,2
"SQ",12,5,"Megamealus sp.",1,1
"SQ",12,5,"Paraclius sp.",9,7
"SQ",12,5,"Pardosa sp.",2,2
"SQ",12,5,"Tytthus sp.",4,3
"SQ",12,5,"Venzilla parvus",13,8
"W",1,1,"Amphipoda",54,14
"W",1,1,"Anurida maritima",1,1
"W",1,1,"callitula sp",3,3
"W",1,1,"Carcinus maenas",2,1
"W",1,1,"Cecidomyidae",2,1
"W",1,1,"Chaetopsis sp.",1,1
"W",1,1,"Chloropidae",2,1
"W",1,1,"Cicadellidae",2,2
"W",1,1,"Clubonia sp",4,3
"W",1,1,"Conocephalus spartinae",1,1
"W",1,1,"Cyphon sp.",7,7
"W",1,1,"Delphacodes",8,6
"W",1,1,"Dohrniphora sp",1,1
"W",1,1,"Grammonota trivitatta",4,3
"W",1,1,"Linyphidae",14,9
"W",1,1,"Littorina littorea",1,1
"W",1,1,"Orobatid mite",1,1
"W",1,1,"Paraclius sp.",2,2
"W",1,1,"Prokelisia sp",9,3
"W",1,1,"Trigonotylus sp",7,5
"W",1,1,"Tytthus sp.",1,1
"W",1,3,"Amphipoda",103,15
"W",1,3,"Cecidomyidae",64,15
"W",1,3,"Chloropidae",34,12
"W",1,3,"Clubonia sp",26,12
"W",1,3,"Delphacodes",46,13
"W",1,3,"Hebridae",1,1
"W",1,3,"hemiptera nymph",1,1
"W",1,3,"Orobatid mite",65,12
"W",1,3,"Paraclius sp.",38,14
"W",1,3,"Prokelisia sp",4,1
"W",1,3,"Tipula sp.",1,1
"W",1,3,"Trigonotylus sp",3,2
"W",1,3,"Trombid mite",3,3
"W",1,3,"Tytthus sp.",5,4
"W",1,5,"Amphipoda",7,3
"W",1,5,"callitula sp",6,6
"W",1,5,"Cecidomyidae",2,2
"W",1,5,"Chloropidae",4,3
"W",1,5,"Delphacodes",2,2
"W",1,5,"Ischnodemus badius",2,2
"W",1,5,"Lasius",4,4
"W",1,5,"Orobatid mite",1,1
"W",1,5,"Paraclius sp.",3,3
"W",1,5,"Pardosa sp.",1,1
"W",2,1,"Amphipoda",81,15
"W",2,1,"Cecidomyidae",4,3
"W",2,1,"Chloropidae",7,5
"W",2,1,"Clubonia sp",1,1
"W",2,1,"Delphacodes",7,5
"W",2,1,"Grammonota trivitatta",1,1
"W",2,1,"green eye fly",1,1
"W",2,1,"Linyphidae",1,1
"W",2,1,"Littorina littorea",1,1
"W",2,1,"Orobatid mite",4,2
"W",2,1,"Paraclius sp.",3,3
"W",2,1,"Sesarma reticulatum",1,1
"W",2,1,"Tytthus sp.",1,1
"W",2,3,"Amphipoda",12,5
"W",2,3,"Cecidomyidae",6,3
"W",2,3,"Chloropidae",20,8
"W",2,3,"Delphacodes",21,10
"W",2,3,"Erythrid mite",3,2
"W",2,3,"Grammonota trivitatta",1,1
"W",2,3,"Littorina littorea",1,1
"W",2,3,"Orobatid mite",17,9
"W",2,3,"Paraclius sp.",13,8
"W",2,3,"Prokelisia sp",2,1
"W",2,3,"Tipula sp.",2,2
"W",2,3,"Tipulidae",1,1
"W",2,3,"Trigonotylus sp",2,2
"W",2,3,"Trombid mite",2,1
"W",2,5,"Amphipoda",5,4
"W",2,5,"callitula sp",1,1
"W",2,5,"Chaetopsis sp.",1,1
"W",2,5,"Chloropidae",7,4
"W",2,5,"Clubonia sp",4,4
"W",2,5,"Cyphon sp.",1,1
"W",2,5,"Delphacodes",3,3
"W",2,5,"Lasius",3,3
"W",2,5,"Noctuidae",1,1
"W",2,5,"Orobatid mite",12,7
"W",2,5,"Paraclius sp.",1,1
"W",2,5,"Pardosa sp.",1,1
"W",2,5,"Prokelisia sp",5,4
"W",2,5,"pyrrhocoridae sp",1,1
"W",2,5,"Tetragnatha sp",2,2
"W",2,5,"Trombid mite",4,2
"W",2,5,"Tytthus sp.",1,1
"W",2,5,"Venzilla parvus",3,2
"W",3,1,"callitula sp",3,2
"W",3,1,"Clubonia sp",1,1
"W",3,1,"Dohrniphora sp",3,2
"W",3,1,"Linyphidae",4,4
"W",3,1,"Mycetophilidae ",7,4
"W",3,1,"Orobatid mite",5,4
"W",3,1,"Paraclius sp.",1,1
"W",3,1,"Prokelisia sp",16,6
"W",3,1,"Trigonotylus sp",1,1
"W",3,1,NA,0,3
"W",3,3,"Cecidomyidae",17,10
"W",3,3,"Chloropidae",17,10
"W",3,3,"Delphacodes",2,2
"W",3,3,"Mycetophilidae ",12,6
"W",3,3,"Noctuidae",1,1
"W",3,3,"Orobatid mite",1,1
"W",3,3,"Paraclius sp.",6,6
"W",3,3,NA,0,2
"W",3,5,"Amphipoda",15,14
"W",3,5,"Chloropidae",7,6
"W",3,5,"Cyphon sp.",1,1
"W",3,5,"Linyphidae",1,1
"W",3,5,"Venzilla parvus",4,3
"W",4,3,"Amphipoda",145,16
"W",4,3,"Chaetopsis sp.",1,1
"W",4,3,"Clubonia sp",3,1
"W",4,3,"Delphacodes",20,13
"W",4,3,"Ischnodemus badius",1,1
"W",4,3,"Linyphidae",4,3
"W",4,3,"Paraclius sp.",15,11
"W",4,3,"Prokelisia sp",4,2
"W",4,3,"Sesarma reticulatum",3,3
"W",4,3,"Tetragnatha sp",1,1
"W",4,3,"Trigonotylus sp",4,4
"W",4,3,"Tytthus sp.",3,2
"W",4,5,"Acantheperia stellata",1,1
"W",4,5,"Amphipoda",7,6
"W",4,5,"callitula sp",5,5
"W",4,5,"Cecidomyidae",7,4
"W",4,5,"Chaetopsis sp.",1,1
"W",4,5,"Chloropidae",5,3
"W",4,5,"Clubonia sp",5,5
"W",4,5,"Cyphon sp.",3,2
"W",4,5,"Delphacodes",3,3
"W",4,5,"Lasius",7,5
"W",4,5,"Noctuidae",1,1
"W",4,5,"Orobatid mite",18,11
"W",4,5,"Paraclius sp.",4,3
"W",4,5,"Pardosa sp.",2,2
"W",4,5,"Prokelisia sp",6,5
"W",4,5,"pyrrhocoridae sp",1,1
"W",4,5,"Tetragnatha sp",4,4
"W",4,5,"Trombid mite",5,3
"W",4,5,"Tytthus sp.",1,1
"W",4,5,"Venzilla parvus",4,3
"W",5,3,"Amphipoda",101,12
"W",5,3,"callitula sp",1,1
"W",5,3,"Cicadellidae",3,3
"W",5,3,"Clubonia sp",6,4
"W",5,3,"Dohrniphora sp",3,2
"W",5,3,"Hebridae",2,2
"W",5,3,"hemiptera nymph",1,1
"W",5,3,"Littorina littorea",1,1
"W",5,3,"Orobatid mite",1,1
"W",5,3,"Paraclius sp.",12,9
"W",5,3,"Pardosa sp.",2,1
"W",5,3,"Prokelisia sp",14,9
"W",5,3,"Trigonotylus sp",21,12
"W",5,3,"Unknown crab",2,1
"W",5,5,"Amphipoda",23,12
"W",5,5,"Cecidomyidae",6,4
"W",5,5,"Chaetopsis sp.",2,1
"W",5,5,"Chloropidae",2,2
"W",5,5,"Clubonia sp",4,3
"W",5,5,"Cyphon sp.",1,1
"W",5,5,"Delphacodes",4,3
"W",5,5,"Dohrniphora sp",1,1
"W",5,5,"Hyposinga variabilis",1,1
"W",5,5,"Linyphidae",2,2
"W",5,5,"Megamealus sp.",2,2
"W",5,5,"Orobatid mite",11,7
"W",5,5,"Paraclius sp.",2,2
"W",5,5,"Pardosa sp.",2,2
"W",5,5,"Prokelisia sp",20,5
"W",5,5,"pyrrhocoridae sp",1,1
"W",5,5,"Salticidae",1,1
"W",5,5,"Sesarma reticulatum",1,1
"W",5,5,"Trigonotylus sp",2,2
"W",5,5,"Tytthus sp.",4,4
"W",6,1,"Acrodactyla sp",1,1
"W",6,1,"Amphipoda",24,10
"W",6,1,"Cicadellidae",2,2
"W",6,1,"Clubonia sp",2,2
"W",6,1,"Dohrniphora sp",17,10
"W",6,1,"Linyphidae",3,3
"W",6,1,"Littorina littorea",16,6
"W",6,1,"Mycetophilidae ",2,2
"W",6,1,"Orobatid mite",1,1
"W",6,1,"Paraclius sp.",17,10
"W",6,1,"Prokelisia sp",16,9
"W",6,1,"Trigonotylus sp",11,6
"W",6,1,"Trombid mite",3,2
"W",6,1,"Unknown crab",1,1
"W",6,1,NA,0,1
"W",6,3,"Amphipoda",19,9
"W",6,3,"Cecidomyidae",13,5
"W",6,3,"Chloropidae",7,4
"W",6,3,"Cicadellidae",1,1
"W",6,3,"Clubonia sp",12,6
"W",6,3,"Delphacodes",15,9
"W",6,3,"Grammonota trivitatta",9,5
"W",6,3,"Haplogonatopus",1,1
"W",6,3,"Linyphidae",4,4
"W",6,3,"Megamealus sp.",1,1
"W",6,3,"Mycetophilidae ",4,3
"W",6,3,"Orobatid mite",4,2
"W",6,3,"Paraclius sp.",3,3
"W",6,3,"Prokelisia sp",9,5
"W",6,3,"Trigonotylus sp",3,3
"W",6,3,"Tytthus sp.",5,1
"W",6,5,"Amphipoda",14,14
"W",6,5,"Chloropidae",6,6
"W",6,5,"Cyphon sp.",1,1
"W",6,5,"Linyphidae",1,1
"W",6,5,"Venzilla parvus",3,3
"W",7,1,"Amphipoda",5,4
"W",7,1,"Chloropidae",34,14
"W",7,1,"Cicadellidae",1,1
"W",7,1,"Conocephalus spartinae",1,1
"W",7,1,"Delphacodes",2,2
"W",7,1,"hemiptera nymph",1,1
"W",7,1,"Linyphidae",2,1
"W",7,1,"Mycetophilidae ",1,1
"W",7,1,"Paraclius sp.",56,14
"W",7,1,"Reduviidae",1,1
"W",7,3,"Amphipoda",23,8
"W",7,3,"callitula sp",2,2
"W",7,3,"Chloropidae",25,13
"W",7,3,"Cyphon sp.",5,5
"W",7,3,"Delphacodes",11,7
"W",7,3,"Linyphidae",14,9
"W",7,3,"Megamealus sp.",4,3
"W",7,3,"Orobatid mite",14,5
"W",7,3,"Paraclius sp.",24,13
"W",7,3,"Trigonotylus sp",12,8
"W",7,3,"Trombid mite",10,6
"W",7,5,"Amphipoda",30,14
"W",7,5,"Chloropidae",17,6
"W",7,5,"Cyphon sp.",3,1
"W",7,5,"Linyphidae",4,2
"W",7,5,"Orobatid mite",1,1
"W",7,5,"Venzilla parvus",7,4
"W",8,1,"Cecidomyidae",0,1
"W",8,1,"Chloropidae",0,6
"W",8,1,"Delphacodes",0,3
"W",8,1,"Linyphidae",0,3
"W",8,1,"Littorina littorea",0,1
"W",8,1,"Mycetophilidae ",0,1
"W",8,1,"Orobatid mite",0,2
"W",8,1,"Paraclius sp.",0,9
"W",8,1,"tick",0,1
"W",8,3,"Amphipoda",19,10
"W",8,3,"Cecidomyidae",25,10
"W",8,3,"Chloropidae",7,4
"W",8,3,"Cicadellidae",2,2
"W",8,3,"Clubonia sp",12,7
"W",8,3,"Delphacodes",14,10
"W",8,3,"Grammonota trivitatta",17,8
"W",8,3,"Haplogonatopus",1,1
"W",8,3,"Linyphidae",2,1
"W",8,3,"Littorina littorea",1,1
"W",8,3,"Mycetophilidae ",3,3
"W",8,3,"Orobatid mite",6,5
"W",8,3,"Paraclius sp.",2,2
"W",8,3,"Prokelisia sp",16,6
"W",8,3,"Reduviidae",1,1
"W",8,3,"Trigonotylus sp",7,6
"W",8,3,"Trombid mite",1,1
"W",8,3,"Tytthus sp.",2,2
"W",8,5,"Black ant (Formicidae)",1,1
"W",8,5,"Cecidomyidae",1,1
"W",8,5,"Chloropidae",1,1
"W",8,5,"Cicadellidae",1,1
"W",8,5,"Clubonia sp",1,1
"W",8,5,"Conura sp",1,1
"W",8,5,"Delphacodes",1,1
"W",8,5,"Hydrophilidae larvae",1,1
"W",8,5,"Large abdomen salticidae",1,1
"W",8,5,"Lasius",1,1
"W",8,5,"lima bean moth",1,1
"W",8,5,"Paraclius sp.",2,2
"W",8,5,"Trombid mite",1,1
"W",8,5,"Venzilla parvus",3,3
"W",8,5,NA,0,2
"W",9,1,"Amphipoda",34,12
"W",9,1,"Chloropidae",8,5
"W",9,1,"Dohrniphora sp",5,3
"W",9,1,"Hebridae",3,3
"W",9,1,"Linyphidae",17,11
"W",9,1,"long nose black beetle",1,1
"W",9,1,"Mycetophilidae ",5,3
"W",9,1,"Paraclius sp.",22,11
"W",9,1,"Trigonotylus sp",9,2
"W",9,3,"Acrodactyla sp",0,1
"W",9,3,"Amphipoda",0,15
"W",9,3,"Cicadellidae",0,5
"W",9,3,"Clubonia sp",0,5
"W",9,3,"Conocephalus spartinae",0,1
"W",9,3,"Dohrniphora sp",0,4
"W",9,3,"Hebridae",0,2
"W",9,3,"hemiptera nymph",0,3
"W",9,3,"Linyphidae",0,9
"W",9,3,"Littorina littorea",0,2
"W",9,3,"Melampus bidentata",0,1
"W",9,3,"Mycetophilidae ",0,1
"W",9,3,"Noctuidae",0,1
"W",9,3,"Orobatid mite",0,2
"W",9,3,"Paraclius sp.",0,4
"W",9,3,"Pardosa sp.",0,4
"W",9,3,"Prokelisia sp",0,14
"W",9,3,"Trigonotylus sp",0,6
"W",9,3,"Unknown crab",0,1
"W",9,5,"Acantheperia stellata",1,1
"W",9,5,"Acrodactyla sp",1,1
"W",9,5,"Amphipoda",13,7
"W",9,5,"callitula sp",1,1
"W",9,5,"Cecidomyidae",6,4
"W",9,5,"Chloropidae",14,10
"W",9,5,"Delphacodes",3,3
"W",9,5,"Hogna sp",1,1
"W",9,5,"Hyposinga variabilis",1,1
"W",9,5,"Lasius",7,7
"W",9,5,"Megamealus sp.",1,1
"W",9,5,"Orobatid mite",46,10
"W",9,5,"Paraclius sp.",3,3
"W",9,5,"Pardosa sp.",1,1
"W",9,5,"Prokelisia sp",1,1
"W",9,5,"Tick",1,1
"W",9,5,"Tytthus sp.",1,1
"W",9,5,"Venzilla parvus",8,6
"W",10,1,"Amphipoda",16,10
"W",10,1,"Chaetopsis sp.",4,2
"W",10,1,"Chloropidae",23,11
"W",10,1,"Delphacodes",5,3
"W",10,1,"Linyphidae",5,3
"W",10,1,"Orobatid mite",8,4
"W",10,1,"Paraclius sp.",15,10
"W",10,1,"Trigonotylus sp",3,3
"W",10,3,"Amphipoda",171,13
"W",10,3,"Cecidomyidae",2,1
"W",10,3,"Chloropidae",16,11
"W",10,3,"Clubonia sp",23,11
"W",10,3,"cousin tythus",2,1
"W",10,3,"Cousin tythus",2,1
"W",10,3,"Delphacodes",4,2
"W",10,3,"green eye fly",1,1
"W",10,3,"Linyphidae",12,10
"W",10,3,"Megamealus sp.",2,2
"W",10,3,"Orobatid mite",11,6
"W",10,3,"Paraclius sp.",12,9
"W",10,3,"Prokelisia sp",5,2
"W",10,3,"Trombid mite",1,1
"W",10,5,"Amphipoda",23,10
"W",10,5,"Cecidomyidae",5,2
"W",10,5,"Chloropidae",1,1
"W",10,5,"Clubonia sp",2,1
"W",10,5,"Delphacodes",7,7
"W",10,5,"Grammonota trivitatta",8,4
"W",10,5,"Haplogonatopus",1,1
"W",10,5,"hemiptera nymph",3,2
"W",10,5,"Linyphidae",1,1
"W",10,5,"Orobatid mite",3,2
"W",10,5,"Paraclius sp.",3,3
"W",10,5,"Pardosa sp.",2,2
"W",10,5,"Reduviidae",10,5
"W",10,5,"Salticidae",1,1
"W",10,5,"Tytthus sp.",10,8
"W",10,5,"Venzilla parvus",2,2
"W",11,1,"Amphipoda",11,7
"W",11,1,"callitula sp",8,4
"W",11,1,"Cecidomyidae",9,4
"W",11,1,"Chaetopsis sp.",3,3
"W",11,1,"Chloropidae",29,12
"W",11,1,"Clubonia sp",5,3
"W",11,1,"Curculionidae",1,1
"W",11,1,"Cyphon sp.",1,1
"W",11,1,"Delphacodes",7,5
"W",11,1,"Dohrniphora sp",3,3
"W",11,1,"Grammonota trivitatta",17,6
"W",11,1,"Hebridae",1,1
"W",11,1,"Linyphidae",15,8
"W",11,1,"Littorina littorea",5,4
"W",11,1,"Orobatid mite",3,1
"W",11,1,"Paraclius sp.",4,4
"W",11,1,"Prokelisia sp",7,3
"W",11,1,"Tipulidae",1,1
"W",11,1,"Trigonotylus sp",4,3
"W",11,1,"Trombid mite",2,1
"W",11,3,"Amphipoda",101,14
"W",11,3,"callitula sp",3,3
"W",11,3,"Clubonia sp",35,14
"W",11,3,"Conocephalus spartinae",9,8
"W",11,3,"Dohrniphora sp",20,8
"W",11,3,"Hebridae",2,2
"W",11,3,"hemiptera nymph",158,15
"W",11,3,"Linyphidae",12,7
"W",11,3,"Orobatid mite",19,11
"W",11,3,"Paraclius sp.",17,10
"W",11,3,"Prokelisia sp",50,14
"W",11,3,"Tipula sp.",3,2
"W",11,3,"Trigonotylus sp",11,9
"W",11,3,"Trombid mite",1,1
"W",11,5,"Amphipoda",21,13
"W",11,5,"Cecidomyidae",1,1
"W",11,5,"Chloropidae",8,6
"W",11,5,"Clubonia sp",2,1
"W",11,5,"Conocephalus spartinae",3,3
"W",11,5,"Grammonota trivitatta",1,1
"W",11,5,"Linyphidae",16,12
"W",11,5,"Megamealus sp.",1,1
"W",11,5,"Orobatid mite",5,2
"W",11,5,"Paraclius sp.",1,1
"W",11,5,"Pardosa sp.",2,2
"W",11,5,"Tineidae",1,1
"W",11,5,"Trombid mite",6,5
"W",11,5,"Tytthus sp.",3,3
"W",11,5,"Venzilla parvus",8,7
"W",12,1,"Acrodactyla sp",2,1
"W",12,1,"Amphipoda",6,6
"W",12,1,"callitula sp",1,1
"W",12,1,"Cecidomyidae",5,3
"W",12,1,"Chloropidae",7,5
"W",12,1,"Cicadellidae",1,1
"W",12,1,"Clubonia sp",1,1
"W",12,1,"Conocephalus spartinae",4,2
"W",12,1,"Delphacodes",6,6
"W",12,1,"Linyphidae",1,1
"W",12,1,"Littorina littorea",1,1
"W",12,1,"Paraclius sp.",8,6
"W",12,1,"Prokelisia sp",3,2
"W",12,1,"Trigonotylus sp",3,3
"W",12,1,"Tytthus sp.",1,1
"W",12,3,"Amphipoda",3,2
"W",12,3,"Chloropidae",31,14
"W",12,3,"Cicadellidae",1,1
"W",12,3,"Conocephalus spartinae",1,1
"W",12,3,"Delphacodes",1,1
"W",12,3,"green eye fly",1,1
"W",12,3,"hemiptera nymph",1,1
"W",12,3,"Linyphidae",2,1
"W",12,3,"Mycetophilidae ",1,1
"W",12,3,"Paraclius sp.",39,13
"W",12,3,"Reduviidae",1,1
"W",12,3,"Trigonotylus sp",3,3
"W",12,5,"Amphipoda",11,3
"W",12,5,"callitula sp",1,1
"W",12,5,"Chaetopsis sp.",2,1
"W",12,5,"Chloropidae",12,4
"W",12,5,"Clubonia sp",6,4
"W",12,5,"Conocephalus spartinae",1,1
"W",12,5,"Cyphon sp.",3,1
"W",12,5,"Delphacodes",6,3
"W",12,5,"green eye fly",1,1
"W",12,5,"Lasius",6,3
"W",12,5,"Orobatid mite",17,8
"W",12,5,"Paraclius sp.",5,1
"W",12,5,"Pardosa sp.",1,1
"W",12,5,"Prokelisia sp",6,4
"W",12,5,"pyrrhocoridae sp",1,1
"W",12,5,"Tetragnatha sp",3,1
"W",12,5,"Tineidae",1,1
"W",12,5,"Trombid mite",8,2
"W",12,5,"Tytthus sp.",1,1
"W",12,5,"Venzilla parvus",3,2
